customer_id,age,annual_income_k,spending_score,savings_ratio,credit_score
CUST-1000,64,32.483570765056164,19.308678494144075,0.43238442690503465,676.1514928204012
CUST-1001,21,28.829233126383322,18.8293152152541,0.4789606407753696,638.3717364576454
CUST-1002,29,27.65262807032524,22.712800217929825,0.3768291153593769,576.7135123214872
CUST-1003,62,31.20981135783017,10.43359877671101,0.31375410837434836,571.8856235379513
CUST-1004,19,24.93584439832788,21.571236662976368,0.35459879622393947,529.3848149332355
CUST-1005,44,37.32824384460777,18.871118497567323,0.4033764102343962,528.7625906893271
CUST-1006,48,27.278086377374088,20.55461294854933,0.34245032112888485,618.7849009172836
CUST-1007,68,26.996806550405974,18.541531251033618,0.3699146693885302,692.6139092254468
CUST-1008,68,29.93251387631033,14.711445355220498,0.4411272456051595,538.9578175014489
CUST-1009,53,31.044317975023777,10.201649380601122,0.3335906975550785,609.8430617934562
CUST-1010,53,33.69233289997705,20.85684140594985,0.394217585880588,584.9448152205356
CUST-1011,43,22.607390048162863,16.400778958026457,0.37696806145201067,652.8561113109458
CUST-1012,60,31.71809144784231,11.18479922318633,0.4162041984697398,580.7458859791842
CUST-1013,44,26.615389998470206,23.05838144420434,0.4515499761247976,646.5640059558099
CUST-1014,22,25.803912383886807,18.453938120743928,0.4165631715701782,648.777256356118
CUST-1015,37,27.60412881077355,19.071705116680914,0.3446832512996986,540.1896687959664
CUST-1016,28,34.06262911197099,26.781200142854114,0.39639949392098334,650.1766448946012
CUST-1017,27,31.80818012523817,16.77440122697438,0.41806978027542074,676.9018283232984
CUST-1018,57,29.820869804450243,27.82321827907003,0.2690127447955128,641.0951252187612
CUST-1019,55,30.435235341190857,18.504963247670663,0.40458803882677513,500.62155426995537
CUST-1020,23,28.90164056081244,21.78556285755873,0.47389470223707586,574.0864890863177
CUST-1021,25,25.95753198553406,17.491214782077318,0.44577010588510374,616.4375554829842
CUST-1022,40,27.351198981164806,22.56633716556678,0.40485387746740203,648.4322495266445
CUST-1023,64,26.489734530613237,18.361689267011158,0.3803945923433921,526.824252593394
CUST-1024,43,31.48060138532288,21.305276360899448,0.40025567283212304,588.2706433312427
CUST-1025,63,22.92314628974793,17.896773386173205,0.38286427417366153,559.886136538919
CUST-1026,60,29.193571441669953,22.020254284072692,0.49430929506052657,608.728890641592
CUST-1027,29,31.28775195361382,19.627770421169163,0.3040614392350479,598.6743062275392
CUST-1028,43,30.301151049705133,32.316210562426434,0.3903819517609439,615.0773671166806
CUST-1029,30,29.826441151473784,14.156609811902339,0.45714114072575107,637.5966516343387
CUST-1030,57,33.95515973521523,15.453062726026305,0.470139715546805,529.907446860386
CUST-1031,35,32.93428546900135,30.952278129049894,0.3504731837434656,571.6851135198614
CUST-1032,42,30.498256825438204,17.482621729419005,0.3224668284466934,603.4281487403014
CUST-1033,50,24.688481431369475,22.36796215317591,0.35402878828830986,677.4967202508769
CUST-1034,64,26.083733538318814,18.38969241897162,0.44067586086848354,538.4567841783022
CUST-1035,57,31.137299673020646,26.53571377141214,0.31962583827193863,609.2316929266152
CUST-1036,60,31.299413971242117,23.90911435888655,0.3381524644560959,533.9771693457861
CUST-1037,29,32.60970782808449,21.48492336616593,0.41252464251729387,617.3224104748488
CUST-1038,61,26.599876392107547,21.161268485805017,0.4146536236649341,564.2824290986816
CUST-1039,53,39.328872555723784,22.36916460455894,0.34043482513986756,632.8276804316915
CUST-1040,65,25.126591648863393,23.93542301871226,0.45792977895037024,558.9658840824145
CUST-1041,21,34.816880646221605,22.06390463468249,0.4411030079997245,694.8396491326973
CUST-1042,22,28.773059419985646,16.23131917821255,0.35552427851872387,559.209485751728
CUST-1043,54,29.614491452929478,21.70575987408322,0.413834539966501,641.3591624518012
CUST-1044,25,30.065009459389536,27.267670385786584,0.3867671583381022,736.008458329481
CUST-1045,59,33.128336738825034,15.714212217918586,0.3464553750969444,624.1236207621592
CUST-1046,66,28.882686073370746,23.57000247046046,0.42366188122867726,596.3585543671563
CUST-1047,45,25.766031409657977,12.425763876570677,0.377674252396649,642.8199397161736
CUST-1048,48,31.07046872065102,13.77130610644006,0.4086590462925591,619.2658689864419
CUST-1049,26,25.580712818994336,20.76862552972764,0.4029104359223,542.8514851084689
CUST-1050,68,62.86229888278626,54.486276210945874,0.25415256215876386,742.1520820813961
CUST-1051,46,48.97864505634327,42.49739968067902,0.225751763360433,720.5514380364883
CUST-1052,31,64.12038149044838,80.82185192523777,0.22854452553465837,745.422625607224
CUST-1053,57,67.63201410794562,55.21113001044638,0.18423653776798274,730.3587688197307
CUST-1054,58,53.817398283699426,48.10545114607993,0.17573182260854484,703.2749655754529
CUST-1055,39,78.51726853338806,35.06187845926601,0.2343130095187257,635.4913651524139
CUST-1056,28,56.22454507368453,58.71160477573893,0.20321400095477316,656.8902088828278
CUST-1057,40,54.27757032592025,55.4367819914774,0.1634816684141432,708.658343583279
CUST-1058,18,60.36457471923051,44.78719721915346,0.3071972044662663,725.3567608927204
CUST-1059,63,43.798859306739146,51.49163451815542,0.1669106767615806,734.0973333918489
CUST-1060,54,53.6598340925384,49.082108468264806,0.22524936394902287,734.6302077668049
CUST-1061,38,50.39762874355379,47.323990113272416,0.1762527344419522,673.8668306970516
CUST-1062,43,74.12363392224877,53.23985368768764,0.13695580228324775,736.7144778821911
CUST-1063,63,76.97724957610106,58.25972208440918,0.12403150170229933,680.6306370853499
CUST-1064,53,70.13528919349298,44.33864427504975,0.22219097140731142,730.9853621371735
CUST-1065,40,52.58455622737534,49.5237971515056,0.03793663299654637,659.0244943466284
CUST-1066,18,57.97945478885472,40.017734544281204,0.2816205651965818,642.7943448815747
CUST-1067,68,56.47964410642413,51.04592461828873,0.27206366445330576,642.5655139528225
CUST-1068,57,69.30531001723968,50.0818644881567,0.15092456744760246,718.4841389705308
CUST-1069,32,61.59247756458776,45.19826498272964,0.20349010424950095,684.5874561255296
CUST-1070,38,60.90813876200998,55.29704539616837,0.27930084080726764,650.4873800469261
CUST-1071,64,77.06426699725013,34.38329760381998,0.19241074524822085,723.532688259383
CUST-1072,26,62.24793494188026,45.01840384143525,0.18959388748213624,680.2799626136467
CUST-1073,26,55.285081944446304,56.7968167761682,0.2178507742982524,672.2836161895739
CUST-1074,27,67.19679900346601,52.45839616701287,0.24064310594194802,725.1851536769445
CUST-1075,69,53.36803991262342,45.518551678424245,0.2373646802561631,724.4148106173386
CUST-1076,43,59.83278724828681,50.93861906647025,0.26388324478942127,676.3371444465668
CUST-1077,58,64.37677904936031,48.38245878052885,0.189115939838639,743.9510740794876
CUST-1078,52,66.60333079190424,56.50807708800511,0.26527394035771645,700.8401536653104
