Fecha,Precio_Activo,Retorno_Diario
2020-01-01,100.0,0.0
2020-01-02,101.04889100241274,0.010434283060224654
2020-01-03,100.82024543352323,-0.002265286023423693
2020-01-04,102.18582339230875,0.01345377076201385
2020-01-05,105.39904242509249,0.03096059712816051
2020-01-06,104.95907197137993,-0.00418306749446672
2020-01-07,104.52097241984796,-0.004182739138983611
2020-01-08,107.92882699663842,0.03208425631014783
2020-01-09,109.65298474771562,0.015848694583058175
2020-01-10,108.68254563036496,-0.008889487718699043
2020-01-11,109.92325146561876,0.011351200871719294
2020-01-12,108.96361884728418,-0.008768353856249245
2020-01-13,108.00736933721505,-0.008814595071405137
2020-01-14,108.58558944640038,0.005339245431320682
2020-01-15,104.56125792944354,-0.03776560489315596
2020-01-16,101.0660984904628,-0.03399835665026066
2020-01-17,99.98588166824841,-0.010745750584819453
2020-01-18,98.02988393479845,-0.019756622406688476
2020-01-19,98.6972730069165,0.0067849466519054775
2020-01-20,96.96953290842755,-0.01766048151042422
2020-01-21,94.31599197395005,-0.02774607402670583
2020-01-22,97.1701666407114,0.029812975378431084
2020-01-23,96.78075966935428,-0.004015526009730713
2020-01-24,96.96002448752394,0.0018505640937584767
2020-01-25,94.28327469180476,-0.027994963724269135
2020-01-26,93.30896178395366,-0.010387654490503653
2020-01-27,93.56296278684913,0.002718451794197322
2020-01-28,91.47948476324078,-0.022519871548446056
2020-01-29,92.21554316057767,0.00801396036691344
2020-01-30,91.15997439278135,-0.0115127737983761
2020-01-31,90.67503294300447,-0.0053338749958655365
2020-02-01,89.63518353018797,-0.011534132244587937
2020-02-02,93.0645631699934,0.03754556369017876
2020-02-03,93.08597564802832,0.0002300555052413216
2020-02-04,91.1830766532913,-0.020654218579118006
2020-02-05,92.74188599168123,0.01695089824206378
2020-02-06,90.55010483544636,-0.023916872999420444
2020-02-07,90.97462431893985,0.004677271900095108
2020-02-08,87.52173928829635,-0.038693402477595513
2020-02-09,85.2700680269323,-0.02606372097796861
2020-02-10,85.64927116302228,0.004437224717382471
2020-02-11,86.96711397035052,0.015269331599908209
2020-02-12,87.30933720216032,0.00392736562379941
2020-02-13,87.15119177251596,-0.0018129656477648107
2020-02-14,86.67126277130743,-0.005522073911785776
2020-02-15,84.18796125952193,-0.02907043980734855
2020-02-16,83.02610271879198,-0.013896884167894172
2020-02-17,82.30585715708,-0.00871277541919575
2020-02-18,84.10657276172819,0.021642444524378315
2020-02-19,84.72892847974644,0.007372365791369228
2020-02-20,81.83428441940238,-0.03476080310725468
2020-02-21,82.40762426474954,0.0069816793878959005
2020-02-22,81.81628562079344,-0.007201645608326332
2020-02-23,80.7564531843541,-0.013038440006119175
2020-02-24,81.79134247407247,0.012733525776817358
2020-02-25,83.53714562590096,0.02111999044991902
2020-02-26,85.15022019867556,0.019125602382323973
2020-02-27,83.77483320637238,-0.01628435046445277
2020-02-28,83.29998716848462,-0.005684247517024291
2020-02-29,83.89564153236599,0.00712526862807128
2020-03-01,85.59137907228066,0.020010902542447185
2020-03-02,84.81743147725379,-0.0090834847569058
2020-03-03,84.54533522352807,-0.0032131795332763424
2020-03-04,82.73652842653613,-0.021626699480120564
2020-03-05,80.82101917905588,-0.023424132481613416
2020-03-06,82.1862149367662,0.016750516447883963
2020-03-07,84.4882428718109,0.02762480057141646
2020-03-08,84.40884415170441,-0.0009402024316066771
2020-03-09,86.1631715863451,0.020570657957840483
2020-03-10,86.83203002451582,0.007732720500952682
2020-03-11,85.76175558378415,-0.012402395092102485
2020-03-12,86.42708237569452,0.007727912110168279
2020-03-13,89.17152939441802,0.031260731329319384
2020-03-14,89.15222399520914,-0.0002165207821990308
2020-03-15,92.03216760156172,0.031792873116280124
2020-03-16,87.37797614312213,-0.05189490208179489
2020-03-17,88.87059401216374,0.01693805008750448
2020-03-18,89.06997111515903,0.0022409413647634245
2020-03-19,88.58318961467602,-0.00548014700931735
2020-03-20,88.79029217526717,0.002335215530710046
2020-03-21,85.37266293306321,-0.03925137829201786
2020-03-22,85.04091602085738,-0.003893437756750239
2020-03-23,85.6933097863422,0.0076422514302349285
2020-03-24,88.30817080684464,0.030057880894830323
2020-03-25,87.44125824564037,-0.009865404365472948
2020-03-26,86.08174443842113,-0.015669872057863753
2020-03-27,85.26484369983133,-0.009535140871690731
2020-03-28,86.88368438273737,0.018808042354041484
2020-03-29,87.50056803752372,0.007075022193193689
2020-03-30,86.62167570939383,-0.010095204075340775
2020-03-31,87.55922572191666,0.010765348662267122
2020-04-01,87.77326722619038,0.002441550986960808
2020-04-02,89.53502420093173,0.019872899810657787
2020-04-03,88.3307965591035,-0.013541061877547047
2020-04-04,87.79772382625977,-0.006053242931955364
2020-04-05,87.15545931202425,-0.007342163062643152
2020-04-06,84.6836978431979,-0.028770298962642372
2020-04-07,85.22932112502177,0.006422405541291521
2020-04-08,85.71832454432754,0.005721105443597786
2020-04-09,85.76996559466447,0.0006022691328492178
2020-04-10,85.41119243799012,-0.004191742667502938
2020-04-11,83.0688462079053,-0.027807414841008286
2020-04-12,82.4141239925666,-0.00791290645530718
2020-04-13,81.89210102061843,-0.006354290330535389
2020-04-14,80.62888775646636,-0.01554554538443238
2020-04-15,80.40941569443439,-0.002725714233320183
2020-04-16,81.10237918208274,0.008581017136290768
2020-04-17,84.26242323152522,0.0382237180242106
2020-04-18,84.59943358461416,0.00399155625663678
2020-04-19,85.07885898742236,0.0056510078144552875
2020-04-20,84.99476453364909,-0.0009889183153233443
2020-04-21,81.83575383539157,-0.03787542430598083
2020-04-22,81.83327609012974,-3.0277508984337528e-05
2020-04-23,81.97288839421041,0.0017046041988205288
2020-04-24,86.15546574744081,0.049764842249705725
2020-04-25,85.86756660964109,-0.0033472192956224504
2020-04-26,86.43019838228359,0.006530946846672249
2020-04-27,86.41341220892552,-0.0001942353941048662
2020-04-28,84.459264137338,-0.02287356075239064
2020-04-29,86.45515093700847,0.023356456290300413
2020-04-30,87.80903975739872,0.015538660653735483
2020-05-01,89.2538978231464,0.01632063894086094
2020-05-02,87.68907714717803,-0.017687749095894777
2020-05-03,90.22921174613266,0.028555886218721984
2020-05-04,87.77846600536532,-0.027537021255845617
2020-05-05,88.85922274762792,0.012237141876005407
2020-05-06,92.88502732773715,0.044309112516199574
2020-05-07,91.10855763309831,-0.019310726502613767
2020-05-08,90.1275403309542,-0.010825954592055438
2020-05-09,90.35251106220711,0.0024930273017528246
2020-05-10,89.49200540242627,-0.009569513082323984
2020-05-11,86.80255246885888,-0.030513268621322653
2020-05-12,86.96513463872672,0.0018712594961205467
2020-05-13,85.17953562407455,-0.0207460742745221
2020-05-14,86.03318220172486,0.009971848612703633
2020-05-15,84.50786244380741,-0.017888484684676062
2020-05-16,87.21211587703759,0.03149868810035079
2020-05-17,85.89951638180573,-0.01516506584672474
2020-05-18,85.39068062222262,-0.0059412303241135125
2020-05-19,86.83478697530727,0.016770344347393395
2020-05-20,84.765619202546,-0.024117286328679103
2020-05-21,85.1947000016656,0.005049198692082589
2020-05-22,87.4950377592698,0.026642855085648565
2020-05-23,84.76921241586716,-0.03164966469122455
2020-05-24,85.12536845946823,0.004192677170646085
2020-05-25,85.61176786841611,0.005697655884968471
2020-05-26,87.00444473283275,0.016136457435546207
2020-05-27,84.92089635062544,-0.02423901421756164
2020-05-28,82.74892802176288,-0.025909132261685525
2020-05-29,83.65907347496126,0.010938831312337954
2020-05-30,84.19955064956025,0.0064396934646637205
2020-05-31,84.66475857133153,0.005509857006917531
2020-06-01,85.29607213033128,0.0074289641899395135
2020-06-02,84.1859389361999,-0.013100494431569815
2020-06-03,84.62019800655247,0.0051450739432200715
2020-06-04,85.1602209632085,0.006361449465973626
2020-06-05,83.9941712323329,-0.013787028360527356
2020-06-06,87.23127253118165,0.03781549022289513
2020-06-07,88.10590483990136,0.009976658418235751
2020-06-08,86.07452450725519,-0.023326069944052973
2020-06-09,87.25584560830109,0.013631072172676595
2020-06-10,85.61418001502373,-0.01899363340454643
2020-06-11,87.01605273979949,0.016241692074849042
2020-06-12,89.10046269642118,0.023671911580148083
2020-06-13,87.69377191795384,-0.01591364636703421
2020-06-14,89.44450737759095,0.019767522584886437
2020-06-15,90.23108783882017,0.008755618538729967
2020-06-16,91.77273282191136,0.0169412031998898
2020-06-17,95.36876224690113,0.03843585965307895
2020-06-18,94.9493244802329,-0.00440776232005741
2020-06-19,93.5755002230147,-0.014574723287149791
2020-06-20,91.97145993967649,-0.017290288592510465
2020-06-21,90.52826344193363,-0.015816205699308767
2020-06-22,90.43397902874376,-0.001042034188282084
2020-06-23,91.09866140623086,0.0073230394963328775
2020-06-24,91.64999561767308,0.006033815986600381
2020-06-25,93.225434931592,0.017043664980720477
2020-06-26,93.29631672257229,0.0007600378375581403
2020-06-27,96.09634777496709,0.02957068154314634
2020-06-28,95.6368469519387,-0.004793136664759121
2020-06-29,101.03445098061714,0.05490338333179238
2020-06-30,102.3578395268614,0.013013346955300126
2020-07-01,100.6683804928498,-0.01664315112832565
2020-07-02,98.5844856977698,-0.020917849961222246
2020-07-03,99.59015871923333,0.010149448304863707
2020-07-04,99.19564339748545,-0.003969255706517018
2020-07-05,100.67264414263147,0.014780009881841841
2020-07-06,101.68083697773709,0.009964752491470897
2020-07-07,101.58361780660911,-0.0009565782531374555
2020-07-08,99.92764815988453,-0.016435874361368098
2020-07-09,96.99403300777426,-0.02979694449371729
2020-07-10,96.17978131930342,-0.008430299041340421
2020-07-11,97.89026810142607,0.017627975886469447
2020-07-12,98.35948809725673,0.0047818748826040786
2020-07-13,95.98714126891859,-0.02441477557423976
2020-07-14,96.36835266865194,0.0039636185170236395
